N	Unused	Total	%Cov	%Cov(50)	%Cov(95)	Accession	Name	Species	Peptides(95%)			Biological Processes	Molecular Function	PANTHER ID
51	0	16.18	44.6099996566772	19.1599994897842	17.2199994325638	sp|O95171-2|SCEL_HUMAN	Isoform 2 of Sciellin OS=Homo sapiens GN=SCEL	HUMAN	9					
51	0	16.18	45.8200007677078	19.8100000619888	17.8000003099442	sp|O95171-3|SCEL_HUMAN	Isoform 3 of Sciellin OS=Homo sapiens GN=SCEL	HUMAN	9					
52	15.93	15.93	26.0399997234344	13.7099996209145	12.5200003385544	ENST00000257189_48	[39 - 3080] cdna:known chromosome:GRCh37:18:29027758:29058665:1 gene:ENSG00000134757 gene_biotype:protein_coding transcript_biotype:protein_coding	48	10					
52	0	15.93	24.9200001358986	13.910000026226	12.7100005745888	sp|P32926|DSG3_HUMAN	Desmoglein-3 OS=Homo sapiens GN=DSG3 PE=1 SV=2	HUMAN	10					
53	15.42	15.42	37.2000008821487	30.6100010871887	26.910001039505	sp|P30740|ILEU_HUMAN	Leukocyte elastase inhibitor OS=Homo sapiens GN=SERPINB1 PE=1 SV=1	HUMAN	9					
53	0	15.42	32.1200013160706	26.4200001955032	23.2299998402596	ENST00000380739_22	[24 - 1340] cdna:known chromosome:GRCh37:6:2832566:2842240:-1 gene:ENSG00000021355 gene_biotype:protein_coding transcript_biotype:protein_coding	22	9					
54	15.27	15.27	15.9199997782707	14.1100004315376	12.389999628067	sp|Q02413|DSG1_HUMAN	Desmoglein-1 OS=Homo sapiens GN=DSG1 PE=1 SV=2	HUMAN	10					
55	15.11	15.11	67.0499980449677	44.5699989795685	38.3700013160706	ENST00000339276_13	[42 - 815] cdna:known chromosome:GRCh37:1:27189633:27190947:1 gene:ENSG00000175793 gene_biotype:protein_coding transcript_biotype:protein_coding	13	10					
55	0	15.11	66.5300011634827	46.3699996471405	39.9199992418289	sp|P31947|1433S_HUMAN	14-3-3 protein sigma OS=Homo sapiens GN=SFN PE=1 SV=1	HUMAN	10					
55	0	15.11	76.3899981975555	53.2400012016296	45.8299994468689	sp|P31947-2|1433S_HUMAN	Isoform 2 of 14-3-3 protein sigma OS=Homo sapiens GN=SFN	HUMAN	10					
56	15.05	15.05	55.9700012207031	35.4900002479553	35.4900002479553	ENST00000398606_12	[1 - 879] cdna:known chromosome:GRCh37:11:67351066:67354131:1 gene:ENSG00000084207 gene_biotype:protein_coding transcript_biotype:protein_coding	12	10					
56	0	15.05	64.7599995136261	49.5200008153915	49.5200008153915	sp|P09211|GSTP1_HUMAN	Glutathione S-transferase P OS=Homo sapiens GN=GSTP1 PE=1 SV=2	HUMAN	10					
56	0	15.05	65.0699973106384	49.7599989175797	49.7599989175797	sp|GSTP1_HUMAN			10					
57	14.79	14.79	32.6400011777878	12.9299998283386	12.9299998283386	sp|Q9Y446-2|PKP3_HUMAN	Isoform PKP3b of Plakophilin-3 OS=Homo sapiens GN=PKP3	HUMAN	8					
57	0	14.79	31.3699990510941	13.1699994206429	13.1699994206429	sp|Q9Y446|PKP3_HUMAN	Plakophilin-3 OS=Homo sapiens GN=PKP3 PE=1 SV=1	HUMAN	8					
57	0	14.79	30.7500004768372	12.9199996590614	12.9199996590614	ENST00000331563_25	[29 - 2467] cdna:known chromosome:GRCh37:11:394217:404908:1 gene:ENSG00000184363 gene_biotype:protein_coding transcript_biotype:protein_coding	25	8					
58	14.78	14.78	37.6199990510941	17.8000003099442	15.1299998164177	sp|Q13835|PKP1_HUMAN	Plakophilin-1 OS=Homo sapiens GN=PKP1 PE=1 SV=2	HUMAN	9					
58	0	14.78	38.7100011110306	18.3200001716614	15.5599996447563	sp|Q13835-2|PKP1_HUMAN	Isoform 1 of Plakophilin-1 OS=Homo sapiens GN=PKP1	HUMAN	9					
58	0	14.78	37.0700001716614	17.5500005483627	14.9100005626678	ENST00000263946_36	[219 - 2492] cdna:known chromosome:GRCh37:1:201252580:201302121:1 gene:ENSG00000081277 gene_biotype:protein_coding transcript_biotype:protein_coding	36	9					
59	14.64	14.64	38.8099998235703	32.2899997234344	27.4800002574921	sp|P01876|IGHA1_HUMAN	Ig alpha-1 chain C region OS=Homo sapiens GN=IGHA1 PE=1 SV=2	HUMAN	12					
60	14.31	94.27	83.5099995136261	71.8100011348724	67.1999990940094	sp|P04259|K2C6B_HUMAN	Keratin, type II cytoskeletal 6B OS=Homo sapiens GN=KRT6B PE=1 SV=5	HUMAN	89					
60	0	94.27	82.4899971485138	70.9299981594086	66.3699984550476	ENST00000252252_18	[28 - 1740] cdna:known chromosome:GRCh37:12:52840435:52845910:-1 gene:ENSG00000185479 gene_biotype:protein_coding transcript_biotype:protein_coding	18	89					
61	14.13	14.13	33.1400007009506	27.7500003576279	23.1199994683266	tr|F5H5D3|F5H5D3_HUMAN	Tubulin alpha-1C chain OS=Homo sapiens GN=TUBA1C PE=1 SV=1	HUMAN	8					
61	0	14.13	38.3100003004074	32.0699989795685	26.7300009727478	sp|Q9BQE3|TBA1C_HUMAN	Tubulin alpha-1C chain OS=Homo sapiens GN=TUBA1C PE=1 SV=1	HUMAN	8					
61	0	14.13	32.5800001621246	27.2700011730194	22.7300003170967	ENST00000541364_22	[2 - 1585] cdna:putative chromosome:GRCh37:12:49621709:49667114:1 gene:ENSG00000167553 gene_biotype:protein_coding transcript_biotype:protein_coding	22	8					
61	0	14.13	33.7000012397766	31.92999958992	26.6099989414215	sp|Q71U36|TBA1A_HUMAN	Tubulin alpha-1A chain OS=Homo sapiens GN=TUBA1A PE=1 SV=1	HUMAN	8					
61	0	14.13	36.5399986505508	34.6199989318848	28.8500010967255	sp|Q71U36-2|TBA1A_HUMAN	Isoform 2 of Tubulin alpha-1A chain OS=Homo sapiens GN=TUBA1A	HUMAN	8					
61	0	14.13	33.7000012397766	31.92999958992	26.6099989414215	sp|P68363|TBA1B_HUMAN	Tubulin alpha-1B chain OS=Homo sapiens GN=TUBA1B PE=1 SV=1	HUMAN	8					
62	13.71	13.71	25.9900003671646	11.1900001764297	8.97400006651878	sp|P13639|EF2_HUMAN	Elongation factor 2 OS=Homo sapiens GN=EEF2 PE=1 SV=4	HUMAN	7					
62	0	13.71	25.1399993896484	10.8199998736382	8.68100002408028	ENST00000309311_37	[3 - 2663] cdna:known chromosome:GRCh37:19:3976054:3985467:-1 gene:ENSG00000167658 gene_biotype:protein_coding transcript_biotype:protein_coding	37	7					
63	13.68	28.81	68.8099980354309	49.2900013923645	41.4299994707108	ENST00000361566_17	[2 - 1261] cdna:known chromosome:GRCh37:17:39679869:39684560:-1 gene:ENSG00000171345 gene_biotype:protein_coding transcript_biotype:protein_coding	17	24					
63	0	28.81	68.75	51.7499983310699	43.5000002384186	sp|P08727|K1C19_HUMAN	Keratin, type I cytoskeletal 19 OS=Homo sapiens GN=KRT19 PE=1 SV=4	HUMAN	24					
64	13.43	17.67	33.840000629425	19.7500005364418	16.5700003504753	ENST00000441618_24	[45 - 2216] cdna:known chromosome:GRCh37:HSCHR6_MHC_COX:31770617:31773099:1 gene:ENSG00000237724 gene_biotype:protein_coding transcript_biotype:protein_coding	24	10					
64	0	17.67	36.5099996328354	22.3100006580353	18.7199994921684	sp|P08107|HSP71_HUMAN	Heat shock 70 kDa protein 1A/1B OS=Homo sapiens GN=HSPA1A PE=1 SV=5	HUMAN	10					
64	0	17.67	33.7199985980988	20.610000193119	17.2900006175041	ENST00000391548_22	[58 - 2139] cdna:known chromosome:GRCh37:HSCHR6_MHC_COX:31782890:31785413:1 gene:ENSG00000224501 gene_biotype:protein_coding transcript_biotype:protein_coding	22	10					
64	0	15.58	35.1500004529953	19.6199998259544	18.0899992585182	sp|P08107-2|HSP71_HUMAN	Isoform 2 of Heat shock 70 kDa protein 1A/1B OS=Homo sapiens GN=HSPA1A	HUMAN	9					
65	13.28	13.28	30.9399992227554	17.2199994325638	13.7199997901917	sp|P13796|PLSL_HUMAN	Plastin-2 OS=Homo sapiens GN=LCP1 PE=1 SV=6	HUMAN	7					
66	13.08	13.08	22.3299995064735	7.36299976706505	4.9490001052618	sp|P46940|IQGA1_HUMAN	Ras GTPase-activating-like protein IQGAP1 OS=Homo sapiens GN=IQGAP1 PE=1 SV=1	HUMAN	6					
66	0	13.08	22.0500007271767	7.27099999785423	4.8870000988245	ENST00000268182_83	[62 - 5095] cdna:known chromosome:GRCh37:15:90931450:91045475:1 gene:ENSG00000140575 gene_biotype:protein_coding transcript_biotype:protein_coding	83	6					
67	13.01	13.01	20.8700001239777	6.49399980902672	6.49399980902672	sp|P01024|CO3_HUMAN	Complement C3 OS=Homo sapiens GN=C3 PE=1 SV=2	HUMAN	8					
67	0	13.01	20.5099999904633	6.38300031423569	6.38300031423569	ENST00000245907_65	[7 - 5082] cdna:known chromosome:GRCh37:19:6677715:6720693:-1 gene:ENSG00000125730 gene_biotype:protein_coding transcript_biotype:protein_coding	65	8					
68	12.64	12.64	85.0899994373322	70.1799988746643	70.1799988746643	sp|P06702|S10A9_HUMAN	Protein S100-A9 OS=Homo sapiens GN=S100A9 PE=1 SV=1	HUMAN	18					
68	0	12.64	75.7799983024597	62.5	62.5	ENST00000368738_5	[2 - 385] cdna:known chromosome:GRCh37:1:153330330:153333503:1 gene:ENSG00000163220 gene_biotype:protein_coding transcript_biotype:protein_coding	5	18					
69	12.5	12.5	48.4400004148483	24.2200002074242	20.6200003623962	sp|P00558|PGK1_HUMAN	Phosphoglycerate kinase 1 OS=Homo sapiens GN=PGK1 PE=1 SV=3	HUMAN	7					
69	0	12.5	44.200000166893	22.1000000834465	18.8199996948242	ENST00000373316_20	[48 - 1418] cdna:known chromosome:GRCh37:X:77359671:77384793:1 gene:ENSG00000102144 gene_biotype:protein_coding transcript_biotype:protein_coding	20	7					
69	0	12.5	44.420000910759	23.4899997711182	20.0000002980232	ENST00000537456_22	[207 - 1496] cdna:known chromosome:GRCh37:X:77361859:77381597:1 gene:ENSG00000102144 gene_biotype:protein_coding transcript_biotype:protein_coding	22	7					
69	0	12.46	47.0400005578995	25.9600013494492	22.1100002527237	tr|B7Z7A9|B7Z7A9_HUMAN	Phosphoglycerate kinase OS=Homo sapiens GN=PGK1 PE=1 SV=1	HUMAN	7					
70	12.45	12.45	36.0799998044968	23.9700004458427	23.9700004458427	ENST00000382771_24	[179 - 1417] cdna:known chromosome:GRCh37:18:61143994:61172318:1 gene:ENSG00000206075 gene_biotype:protein_coding transcript_biotype:protein_coding	24	7					
70	0	12.45	36.8000000715256	26.3999998569489	26.3999998569489	sp|P36952|SPB5_HUMAN	Serpin B5 OS=Homo sapiens GN=SERPINB5 PE=1 SV=2	HUMAN	7					
71	12.33	12.33	45.3900009393692	26.5199989080429	21.3499993085861	sp|P68371|TBB4B_HUMAN	Tubulin beta-4B chain OS=Homo sapiens GN=TUBB4B PE=1 SV=1	HUMAN	8					
71	0	12.33	43.07000041008	25.1599997282028	20.2600002288818	ENST00000340384_25	[77 - 1483] cdna:known chromosome:GRCh37:9:140135665:140138159:1 gene:ENSG00000188229 gene_biotype:protein_coding transcript_biotype:protein_coding	25	8					
72	12.25	12.25	34.7799986600876	14.0699997544289	10.9999999403954	sp|P06396|GELS_HUMAN	Gelsolin OS=Homo sapiens GN=GSN PE=1 SV=1	HUMAN	7					
72	0	10.1	35.3199988603592	13.400000333786	10.1499997079372	sp|P06396-4|GELS_HUMAN	Isoform 4 of Gelsolin OS=Homo sapiens GN=GSN	HUMAN	6					
72	0	10.1	35.1799994707108	13.3399993181229	10.1099997758865	sp|P06396-3|GELS_HUMAN	Isoform 3 of Gelsolin OS=Homo sapiens GN=GSN	HUMAN	6					
72	0	10.1	35.699999332428	13.5399997234344	10.2600000798702	sp|P06396-2|GELS_HUMAN	Isoform 2 of Gelsolin OS=Homo sapiens GN=GSN	HUMAN	6					
73	12.22	12.22	40.9000009298325	32.8399986028671	30.7500004768372	sp|P04406|G3P_HUMAN	Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH PE=1 SV=3	HUMAN	10					
73	0	12.22	33.3299994468689	26.7599999904633	25.0600010156631	ENST00000229239_26	[439 - 1671] cdna:known chromosome:GRCh37:12:6643093:6647537:1 gene:ENSG00000111640 gene_biotype:protein_coding transcript_biotype:protein_coding	26	10					
73	0	10.72	44.0299987792969	34.8100006580353	32.4200004339218	sp|P04406-2|G3P_HUMAN	Isoform 2 of Glyceraldehyde-3-phosphate dehydrogenase OS=Homo sapiens GN=GAPDH	HUMAN	9					
74	11.91	14.08	54.0600001811981	38.1199985742569	27.1899998188019	ENST00000395956_13	[2 - 961] cdna:known chromosome:GRCh37:8:101930911:101963677:-1 gene:ENSG00000164924 gene_biotype:protein_coding transcript_biotype:protein_coding	13	9					
74	0	14.08	51.6099989414215	36.9199991226196	31.1800003051758	ENST00000419477_14	[1 - 837] cdna:known chromosome:GRCh37:8:101932870:101963504:-1 gene:ENSG00000164924 gene_biotype:protein_coding transcript_biotype:protein_coding	14	9					
74	0	14.08	52.4399995803833	41.8700009584427	35.3700011968613	tr|E7EX29|E7EX29_HUMAN	14-3-3 protein zeta/delta (Fragment) OS=Homo sapiens GN=YWHAZ PE=1 SV=1	HUMAN	9					
74	0	14.08	52.649998664856	42.0399993658066	35.5100005865097	sp|P63104|1433Z_HUMAN	14-3-3 protein zeta/delta OS=Homo sapiens GN=YWHAZ PE=1 SV=1	HUMAN	9					
75	11.83	11.83	36.3900005817413	17.8599998354912	13.9500007033348	sp|Q14134|TRI29_HUMAN	Tripartite motif-containing protein 29 OS=Homo sapiens GN=TRIM29 PE=1 SV=2	HUMAN	7					
75	0	11.83	35.9100013971329	17.620000243187	13.7600004673004	ENST00000341846_26	[399 - 2186] cdna:known chromosome:GRCh37:11:119981983:120009161:-1 gene:ENSG00000137699 gene_biotype:protein_coding transcript_biotype:protein_coding	26	7					
75	0	11.83	34.909999370575	18.4200003743172	14.3900007009506	sp|Q14134-2|TRI29_HUMAN	Isoform Beta of Tripartite motif-containing protein 29 OS=Homo sapiens GN=TRIM29	HUMAN	7					
76	11.8	11.8	33.9599996805191	18.2899996638298	18.2899996638298	sp|O15231|ZN185_HUMAN	Zinc finger protein 185 OS=Homo sapiens GN=ZNF185 PE=1 SV=3	HUMAN	7					
76	0	11.8	33.9100003242493	18.2600006461143	18.2600006461143	sp|O15231-3|ZN185_HUMAN	Isoform 3 of Zinc finger protein 185 OS=Homo sapiens GN=ZNF185	HUMAN	7					
76	0	11.8	33.5200011730194	18.0500000715256	18.0500000715256	ENST00000449285_35	[25 - 2118] cdna:known chromosome:GRCh37:X:152082986:152142024:1 gene:ENSG00000147394 gene_biotype:protein_coding transcript_biotype:protein_coding	35	7					
76	0	11.8	33.7900012731552	19.08999979496	19.08999979496	sp|O15231-7|ZN185_HUMAN	Isoform 7 of Zinc finger protein 185 OS=Homo sapiens GN=ZNF185	HUMAN	7					
76	0	11.8	33.4899991750717	20.0000002980232	20.0000002980232	sp|O15231-4|ZN185_HUMAN	Isoform 4 of Zinc finger protein 185 OS=Homo sapiens GN=ZNF185	HUMAN	7					
76	0	9.96	30.579999089241	23.8800004124641	23.8800004124641	tr|H0Y704|H0Y704_HUMAN	Zinc finger protein 185 (Fragment) OS=Homo sapiens GN=ZNF185 PE=1 SV=2	HUMAN	6					
76	0	9.96	29.2699992656708	22.859999537468	22.859999537468	sp|O15231-5|ZN185_HUMAN	Isoform 5 of Zinc finger protein 185 OS=Homo sapiens GN=ZNF185	HUMAN	6					
76	0	9.63	32.5899988412857	15.3999999165535	15.3999999165535	sp|O15231-6|ZN185_HUMAN	Isoform 6 of Zinc finger protein 185 OS=Homo sapiens GN=ZNF185	HUMAN	6					
76	0	9.63	32.2400003671646	15.2300000190735	15.2300000190735	ENST00000535861_37	[25 - 2211] cdna:known chromosome:GRCh37:X:152082986:152142024:1 gene:ENSG00000147394 gene_biotype:protein_coding transcript_biotype:protein_coding	37	6					
76	0	9.63	32.370001077652	16.0400003194809	16.0400003194809	sp|O15231-8|ZN185_HUMAN	Isoform 8 of Zinc finger protein 185 OS=Homo sapiens GN=ZNF185	HUMAN	6					
77	11.69	11.69	43.970000743866	21.9899997115135	14.1599997878075	sp|P01871-2|IGHM_HUMAN	Isoform 2 of Ig mu chain C region OS=Homo sapiens GN=IGHM	HUMAN	5					
77	0	11.69	42.9199993610382	23.0100005865097	14.8200005292892	sp|P01871|IGHM_HUMAN	Ig mu chain C region OS=Homo sapiens GN=IGHM PE=1 SV=3	HUMAN	5					
77	0	11.69	33.7700009346008	22.9599997401237	14.7900000214577	ENST00000605693_18	[1 - 1359] cdna:known chromosome:GRCh37:HG1592_PATCH:106320581:106322555:-1 gene:ENSG00000271541 gene_biotype:IG_C_gene transcript_biotype:IG_C_gene	18	5					
77	0	11.69	33.7700009346008	22.9599997401237	14.7900000214577	ENST00000390559_17	[1 - 1359] cdna:known chromosome:GRCh37:14:106320349:106322323:-1 gene:ENSG00000211899 gene_biotype:IG_C_gene transcript_biotype:IG_C_gene	17	5					
78	11.58	12.48	51.7000019550323	17.6100000739098	12.5	ENST00000544301_21	[228 - 1811] cdna:known chromosome:GRCh37:10:17270258:17279584:1 gene:ENSG00000026025 gene_biotype:protein_coding transcript_biotype:protein_coding	21	7					
78	0	12.48	50.6399989128113	19.9599996209145	14.1599997878075	sp|P08670|VIME_HUMAN	Vimentin OS=Homo sapiens GN=VIM PE=1 SV=4	HUMAN	7					
78	0	12.37	47.5600004196167	21.5800002217293	15.3099998831749	tr|B0YJC4|B0YJC4_HUMAN	Vimentin OS=Homo sapiens GN=VIM PE=1 SV=1	HUMAN	7					
79	11.56	21.41	32.1399986743927	20.1499998569489	18.75	ENST00000562805_24	[3 - 2354] cdna:known chromosome:GRCh37:HG185_PATCH:39910856:39942950:-1 gene:ENSG00000261577 gene_biotype:protein_coding transcript_biotype:protein_coding	24	13					
79	0	21.41	32.2100013494492	21.2099999189377	19.7300001978874	sp|P14923|PLAK_HUMAN	Junction plakoglobin OS=Homo sapiens GN=JUP PE=1 SV=3	HUMAN	13					
80	11.54	11.54	46.900001168251	25.8599996566772	22.7599993348122	ENST00000359492_13	[3 - 872] cdna:known chromosome:GRCh37:11:116706467:116708325:-1 gene:ENSG00000118137 gene_biotype:protein_coding transcript_biotype:protein_coding	13	6					
80	0	11.54	44.1900014877319	28.0900001525879	24.719999730587	sp|P02647|APOA1_HUMAN	Apolipoprotein A-I OS=Homo sapiens GN=APOA1 PE=1 SV=1	HUMAN	6					
80	0	11.54	40.2700006961823	25.6000012159348	22.5299999117851	ENST00000375320_13	[2 - 880] cdna:known chromosome:GRCh37:11:116706467:116708302:-1 gene:ENSG00000118137 gene_biotype:protein_coding transcript_biotype:protein_coding	13	6					
80	0	9.43	42.8600013256073	25.3100007772446	21.6299995779991	tr|F8W696|F8W696_HUMAN	Truncated apolipoprotein A-I OS=Homo sapiens GN=APOA1 PE=1 SV=1	HUMAN	5					
81	11.35	11.35	31.2299996614456	17.9199993610382	15.3600007295609	sp|P15311|EZRI_HUMAN	Ezrin OS=Homo sapiens GN=EZR PE=1 SV=4	HUMAN	7					
81	0	11.35	28.4999996423721	16.3599997758865	14.020000398159	ENST00000367075_30	[2 - 1927] cdna:known chromosome:GRCh37:6:159186780:159240444:-1 gene:ENSG00000092820 gene_biotype:protein_coding transcript_biotype:protein_coding	30	7					
81	0	11.2	31.58999979496	18.9500004053116	16.2499994039536	tr|E7EQR4|E7EQR4_HUMAN	Ezrin OS=Homo sapiens GN=EZR PE=1 SV=2	HUMAN	7					
82	11.23	11.23	40.5600011348724	29.3700009584427	24.4800001382828	sp|P60174|TPIS_HUMAN	Triosephosphate isomerase OS=Homo sapiens GN=TPI1 PE=1 SV=3	HUMAN	8					
82	0	11.23	33.2399994134903	24.0700006484985	20.0599998235703	ENST00000229270_19	[149 - 1195] cdna:known chromosome:GRCh37:12:6976283:6980112:1 gene:ENSG00000111669 gene_biotype:protein_coding transcript_biotype:protein_coding	19	8					
82	0	11.23	43.7799990177155	33.7300002574921	28.1100004911423	sp|P60174-1|TPIS_HUMAN	Isoform 2 of Triosephosphate isomerase OS=Homo sapiens GN=TPI1	HUMAN	8					
82	0	9.74	42.509999871254	32.3399990797043	32.3399990797043	sp|P60174-4|TPIS_HUMAN	Isoform 4 of Triosephosphate isomerase OS=Homo sapiens GN=TPI1	HUMAN	6					
83	11	11	28.5699993371964	25.110000371933	25.110000371933	sp|TRYP_PIG			21					
84	10.78	10.78	23.3799993991852	13.459999859333	9.32699963450432	sp|Q02487-2|DSC2_HUMAN	Isoform 2B of Desmocollin-2 OS=Homo sapiens GN=DSC2	HUMAN	6					
84	0	10.78	23.0800002813339	13.289999961853	9.2069998383522	ENST00000251081_44	[1 - 2574] cdna:known chromosome:GRCh37:18:28645940:28681967:-1 gene:ENSG00000134755 gene_biotype:protein_coding transcript_biotype:protein_coding	44	6					
84	0	10.67	22.0899999141693	12.6499995589256	8.7679997086525	sp|Q02487|DSC2_HUMAN	Desmocollin-2 OS=Homo sapiens GN=DSC2 PE=1 SV=1	HUMAN	6					
84	0	10.67	21.3100001215935	12.2100003063679	8.45799967646599	ENST00000280904_54	[346 - 3147] cdna:known chromosome:GRCh37:18:28646007:28682378:-1 gene:ENSG00000134755 gene_biotype:protein_coding transcript_biotype:protein_coding	54	6					
85	10.69	10.69	43.3400005102158	26.3200014829636	19.200000166893	sp|P12429|ANXA3_HUMAN	Annexin A3 OS=Homo sapiens GN=ANXA3 PE=1 SV=3	HUMAN	6					
85	0	10.69	41.9200003147125	25.450000166893	18.5599997639656	ENST00000264908_22	[347 - 1348] cdna:known chromosome:GRCh37:4:79472673:79531575:1 gene:ENSG00000138772 gene_biotype:protein_coding transcript_biotype:protein_coding	22	6					
85	0	10.41	40.8499985933304	24.3000000715256	21.8299999833107	tr|D6RA82|D6RA82_HUMAN	Annexin OS=Homo sapiens GN=ANXA3 PE=1 SV=1	HUMAN	6					
86	10.65	10.65	31.8300008773804	16.1899998784065	14.5699992775917	ENST00000241052_23	[3 - 1670] cdna:known chromosome:GRCh37:11:34460472:34493609:1 gene:ENSG00000121691 gene_biotype:protein_coding transcript_biotype:protein_coding	23	6					
86	0	10.65	31.6900014877319	17.0800000429153	15.3699994087219	sp|P04040|CATA_HUMAN	Catalase OS=Homo sapiens GN=CAT PE=1 SV=3	HUMAN	6					
86	0	10.65	31.7499995231628	17.1100005507469	15.3999999165535	sp|CATA_HUMAN			6					
87	10.61	10.61	91.839998960495	85.7100009918213	76.529997587204	sp|P04080|CYTB_HUMAN	Cystatin-B OS=Homo sapiens GN=CSTB PE=1 SV=2	HUMAN	10					
87	0	10.61	57.6900005340576	53.8500010967255	48.0800002813339	ENST00000291568_9	[3 - 470] cdna:known chromosome:GRCh37:21:45192393:45196326:-1 gene:ENSG00000160213 gene_biotype:protein_coding transcript_biotype:protein_coding	9	10					
88	10.46	10.46	39.0399992465973	35.2899998426437	35.2899998426437	tr|H0Y7A7|H0Y7A7_HUMAN	Calmodulin (Fragment) OS=Homo sapiens GN=CALM2 PE=1 SV=1	HUMAN	8					
88	0	10.46	48.6699998378754	43.9999997615814	43.9999997615814	tr|E7ETZ0|E7ETZ0_HUMAN	Calmodulin OS=Homo sapiens GN=CALM1 PE=1 SV=1	HUMAN	8					
88	0	10.46	37.2399985790253	33.6699992418289	33.6699992418289	tr|E7EMB3|E7EMB3_HUMAN	Calmodulin OS=Homo sapiens GN=CALM2 PE=1 SV=1	HUMAN	8					
88	0	10.46	48.989999294281	44.2999988794327	44.2999988794327	sp|P62158|CALM_HUMAN	Calmodulin OS=Homo sapiens GN=CALM1 PE=1 SV=2	HUMAN	8					
88	0	10.46	33.950001001358	30.7000011205673	30.7000011205673	ENST00000291295_13	[2 - 646] cdna:known chromosome:GRCh37:19:47104493:47114050:1 gene:ENSG00000160014 gene_biotype:protein_coding transcript_biotype:protein_coding	13	8					
